Image,Title,Author,Format,Rating,Price,OldPrice,ISBN,Category
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7390/9780739019689.jpg,"Alfred's Basic Piano Prep Course Theory Book, Bk a",Willard Palmer,Paperback,0.0,6.64,7.0,9780739019689,Art-Photography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0071/9780007179961.jpg,Papillon,Henri Charriere,Paperback,4.0,8.61,12.9,9780007179961,Biography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7382/9780738218427.jpg,A Practical Wedding Planner,Meg Keene,Paperback,4.5,15.7,15.99,9780738218427,Home-Garden
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7535/9780753553718.jpg,Naturally Tan,Tan France,Hardback,4.0,18.23,21.1,9780753553718,Home-Garden
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7499/9780749928889.jpg,A Bed Of Roses,Nora Roberts,Paperback,4.0,8.12,11.4,9780749928889,Romance
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0995/9780099590583.jpg,The Trains Now Departed,Michael Williams,Paperback,4.0,10.13,11.4,9780099590583,Transport
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9855/9780985528027.jpg,"Essential Oils for Pregnancy, Birth & Babies",Stephanie Fritz,Paperback,4.5,11.94,16.95,9780985528027,Health
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4862/9780486249841.jpg,Traditional Patchwork Quilt Patterns with Plastic Templates,Rita Weiss,Paperback,4.0,6.39,7.8,9780486249841,Crafts-Hobbies
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141040363.jpg,Great Expectations,Charles Dickens,Hardback,4.0,16.45,19.1,9780141040363,Romance
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2978/9780297867128.jpg,James Wong's Homegrown Revolution,James Wong,Hardback,4.5,23.63,31.4,9780297867128,Home-Garden
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8466/9781846683817.jpg,SPQR,Mary Beard,Paperback,4.0,11.9,13.9,9781846683817,History-Archaeology
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4221/9781422117361.jpg,Immunity to Change,Robert Kegan,Hardback,4.0,22.57,26.99,9781422117361,Business-Finance-Law
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1074/9781107401013.jpg,Dr Podcast Scripts for the Primary FRCA,Rebecca A. Leslie,Paperback,4.5,52.46,54.84,9781107401013,Medical
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4402/9780440246411.jpg,Iced,Karen Marie Moning,Paperback,4.0,8.14,8.8,9780440246411,Romance
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5868/9781586857028.jpg,Essence and Alchemy,Mandy Aftel,Paperback,4.0,15.03,17.0,9781586857028,Home-Garden
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8539/9781853917486.jpg,International School of Sugarcraft: Book One Beginners,Nicholas Lodge,Paperback,4.5,17.35,18.0,9781853917486,Food-Drink
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1194/9781119442608.jpg,The Maudsley Prescribing Guidelines in Psychiatry,David M. Taylor,Paperback,4.5,62.12,64.4,9781119442608,Medical
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7847/9781784720872.jpg,Farrow & Ball How to Decorate,Farrow & Ball,Hardback,3.5,29.22,38.6,9781784720872,Home-Garden
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9753/9781975301187.jpg,"That Time I Got Reincarnated as a Slime, Vol. 6 (light novel)",Fuse,Paperback,4.5,10.88,13.9,9781975301187,Humour
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0606/9780060648794.jpg,The Book of Life,Jiddu Krishnamurti,Paperback,4.5,15.43,18.0,9780060648794,Entertainment
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/8058/3417/8058341715611.jpg,"Moleskine Art Collection Sketchbook, Large, Plain, Blue Sapphire, Hard Cover (5 X 8.25)",Moleskine,Diary,0.0,13.99,20.72,8058341715611,Stationery
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1404/9780140445770.jpg,Either/Or,Sören Kierkegaard,Paperback,4.0,13.42,16.0,9780140445770,Religion
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9333/9781933339092.jpg,The Story of the World: History for the Classical Child,Susan Wise Bauer,Paperback,4.5,15.77,16.0,9781933339092,Society-Social-Sciences
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9030/9781903018200.jpg,Honey from a Weed,Patience Gray,Paperback,4.5,22.61,25.2,9781903018200,Food-Drink
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3937/9780393703276.jpg,The Body Remembers,Babette Rothschild,Hardback,4.5,28.58,32.6,9780393703276,Medical
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4862/9780486255064.jpg,Oil Painting Techniques and Materials,Harold Speed,Paperback,4.0,12.07,15.0,9780486255064,Crafts-Hobbies
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7850/9781785041228.jpg,The End of Alzheimer's,Dale E. Bredesen,Paperback,4.5,15.49,18.0,9781785041228,Medical
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6166/9781616610395.jpg,Cosmic Encounter,Fantasy Flight Games,Game,0.0,19.4,22.53,9781616610395,Stationery
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8314/9780831400491.jpg,The Structure of Magic: A Book About Communication and Change v. 2,John Grinder,Paperback,4.0,17.59,21.1,9780831400491,Medical
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4197/9781419722158.jpg,"Capture Your Style:Transform Your Instagram Photos, Showcase Your",Aimee Song,Paperback,3.5,14.38,19.1,9781419722158,Art-Photography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6165/9781616552268.jpg,Avatar: The Last Airbender - The Search Library Edition,Michael Dante DiMartino,Hardback,4.5,32.24,40.0,9781616552268,Art-Photography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8479/9781847925398.jpg,Ten Arguments For Deleting Your Social Media Accounts Right Now,Jaron Lanier,Hardback,3.5,11.12,12.9,9781847925398,Science-Geography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0625/9780062509253.jpg,Women's Encyclopedia of Myths and Secrets,Barbara G. Walker,Paperback,4.5,30.58,35.0,9780062509253,Reference
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6077/9781607747109.jpg,Lost in Translation,Ella Frances Sanders,Hardback,4.0,13.86,18.0,9781607747109,Dictionaries-Languages
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4466/9780446609197.jpg,A Highland Christmas,M C Beaton,Paperback,4.0,6.1,6.7,9780446609197,Crime-Thriller
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2413/9780241355213.jpg,The Uninhabitable Earth,David Wallace-wells,Hardback,4.0,20.32,29.9,9780241355213,Science-Geography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5098/9781509848621.jpg,The Nightingale,Kristin Hannah,Paperback,4.5,8.24,10.3,9781509848621,Romance
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3933/9780393338690.jpg,Liar's Poker,Michael Lewis,Paperback,4.0,12.74,17.0,9780393338690,Biography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0074/9780007431854.jpg,He's Just Not That Into You,Greg Behrendt,Paperback,3.5,8.78,11.4,9780007431854,Humour
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7369/9780736957670.jpg,The Power of a Praying (R) Parent,Stormie Omartian,Paperback,4.5,10.9,15.0,9780736957670,Reference
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5713/9780571314478.jpg,Hope in a Ballet Shoe,Michaela Deprince,Paperback,4.5,8.4,8.8,9780571314478,Entertainment
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9827/9780982761014.jpg,Modernist Cuisine at Home,Nathan Myhrvold,Hardback,4.5,117.36,149.1,9780982761014,Food-Drink
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5742/9781574219616.jpg,Day of the Dead Coloring Book,Thaneeya Mcardle,Paperback,4.0,7.08,7.8,9781574219616,Art-Photography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7432/9780743203043.jpg,Bowling Alone,Robert Putnam,Paperback,4.0,11.13,16.0,9780743203043,History-Archaeology
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1411/9780141199771.jpg,The Man Who Was Thursday,G. K. Chesterton,Paperback,4.0,6.37,7.8,9780141199771,Crime-Thriller
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0071/9780007131044.jpg,Cool!,Michael Morpurgo,Paperback,4.0,5.93,7.8,9780007131044,Teen-Young-Adult
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4338/9781433805608.jpg,Concise Rules of APA Style,American Psychological Association,Spiral bound,4.0,24.57,34.5,9781433805608,Medical
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4091/9781409103165.jpg,Scarecrow and the Army of Thieves,Matthew Reilly,Paperback,4.5,9.69,12.9,9781409103165,Crime-Thriller
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141038544.jpg,How NOT to Write a Novel,Howard Mittelmark,Paperback,4.0,9.89,12.9,9780141038544,Computing
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8483/9781848313057.jpg,Inflight Science,Brian Clegg,Paperback,3.5,9.29,11.4,9781848313057,Transport
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7460/9780746087565.jpg,See Inside Maths,Minna Lacey,Hardback,4.5,12.13,12.9,9780746087565,Science-Geography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1402/9780140291179.jpg,Shakespeare's Words,David Crystal,Paperback,4.5,23.72,25.2,9780140291179,Dictionaries-Languages
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5098/9781509833771.jpg,The 104-Storey Treehouse,Andy Griffiths,Paperback,4.5,6.62,7.8,9781509833771,Childrens-Books
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8573/9780857331014.jpg,Sherman Tank Manual,Pat Ware,Hardback,4.0,23.31,27.5,9780857331014,Transport
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8604/9781860464959.jpg,Eucalyptus,Murray Bail,Paperback,3.5,9.6,11.4,9781860464959,Romance
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9138/9780913866924.jpg,Hermetic Tarot Deck,Godfrey Dowson,Cards,4.0,16.69,21.99,9780913866924,Mind-Body-Spirit
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7653/9780765326355.jpg,The Way of Kings,Brandon Sanderson,Hardback,4.5,25.79,35.0,9780765326355,Science-Fiction-Fantasy-Horror
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8499/9781849944809.jpg,Sketchbook Explorations,SHELLEY RHODES,Hardback,5.0,23.86,27.5,9781849944809,Crafts-Hobbies
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5965/9780596522346.jpg,slide:ology,Nancy Duarte,Paperback,4.0,25.32,36.0,9780596522346,Business-Finance-Law
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7820/9781782069874.jpg,The Other Child,Lucy Atkins,Paperback,3.5,8.85,9.5,9781782069874,Crime-Thriller
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0611/9780061140976.jpg,The Awakening and the Struggle,L. J. Smith,Paperback,3.5,9.15,11.4,9780061140976,Science-Fiction-Fantasy-Horror
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6126/9781612626772.jpg,Attack On Titan 11,Hajime Isayama,Paperback,4.5,9.12,11.4,9781612626772,Graphic-Novels-Anime-Manga
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1984/9780198481195.jpg,Oxford Reading Tree: Level 2: Stories: The Dream,Roderick Hunt,Paperback,3.5,5.22,6.2,9780198481195,Dictionaries-Languages
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0608/9780060890261.jpg,Daimler & Benz: The Complete History,Dennis Adler,Hardback,4.0,29.17,40.1,9780060890261,Transport
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4521/9781452125749.jpg,Star Wars Lightsaber Thumb Wrestling,Becker & Mayer,Mixed media product,4.5,8.27,10.5,9781452125749,Stationery
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5538/9780553801477.jpg,A Dance with Dragons,George R R Martin,Hardback,4.5,23.13,29.9,9780553801477,Science-Fiction-Fantasy-Horror
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7808/9781780898988.jpg,Tina Turner: My Love Story (Official Autobiography),Tina Turner,Paperback,4.0,16.71,20.1,9781780898988,Entertainment
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7475/9780747597209.jpg,Logicomix,Apostolos Doxiadis,Paperback,4.0,18.85,21.1,9780747597209,Science-Geography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3491/9780349104843.jpg,The Age Of Revolution,Eric Hobsbawm,Paperback,4.0,12.9,18.0,9780349104843,History-Archaeology
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4521/9781452125589.jpg,Hand-Lettering Ledger,Mary Kate Mcdevitt,Calendar,4.0,13.17,15.0,9781452125589,Art-Photography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6077/9781607747307.jpg,The Life-Changing Magic of Tidying Up,Marie Kondo,Hardback,4.0,13.55,21.6,9781607747307,Home-Garden
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4447/9781444769012.jpg,Better Than Before,Gretchen Rubin,Paperback,4.0,8.32,12.9,9781444769012,Personal-Development
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751563672.jpg,Lessons from Tara,David Rosenfelt,Paperback,4.0,4.89,9.5,9780751563672,Natural-History
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9058/9781905864966.jpg,Coast to Coast Path (Trailblazer British Walking Guide),Henry Stedman,Paperback,4.5,12.6,19.1,9781905864966,Sport
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9112/9781911274049.jpg,Sorry Bro!,Ben Phillips Media Limited,Hardback,4.5,17.75,20.0,9781911274049,Computing
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7808/9781780899206.jpg,The Family Upstairs,Lisa Jewell,Hardback,4.5,14.9,16.0,9781780899206,Crime-Thriller
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/6712/9789671250419.jpg,Music Theory for Young Children 2,Ying Ying Ng,Book,3.0,7.7,8.3,9789671250419,Art-Photography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5527/9780552772969.jpg,A Year In The Merde,Stephen Clarke,Paperback,3.5,9.88,11.4,9780552772969,Humour
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5098/9781509829477.jpg,The Artist's Way,Julia Cameron,Paperback,4.0,12.61,21.1,9781509829477,Art-Photography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8570/9780857079978.jpg,Unwind,Neal Shusterman,Paperback,4.0,7.6,8.8,9780857079978,Teen-Young-Adult
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0081/9780008146795.jpg,10 Things Girls Need Most,Steve Biddulph,Paperback,4.0,15.82,21.1,9780008146795,Health
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0081/9780008171995.jpg,Pretty Happy,Kate Hudson,Paperback,3.5,17.03,21.1,9780008171995,Home-Garden
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9788/8837/9788883707261.jpg,Moleskine Soft Extra Large Plain Notebook Black,Moleskine,Notebook / blank book,4.5,15.13,21.9,9788883707261,Stationery
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4019/9781401937263.jpg,Angel Tarot Cards,Doreen Virtue,Cards,4.5,21.08,23.5,9781401937263,Mind-Body-Spirit
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3491/9780349140438.jpg,Steve Jobs,Walter Isaacson,Paperback,4.0,12.27,16.0,9780349140438,Biography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9130/9780913063026.jpg,The Reading Lesson,Michael Levin,Paperback,4.0,22.2,33.5,9780913063026,Teaching-Resources-Education
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4767/9781476715902.jpg,Slammed,Colleen Hoover,Paperback,4.5,13.79,16.0,9781476715902,Romance
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8499/9781849904049.jpg,Sherlock: Sign of Four,Sir Arthur Conan Doyle,Paperback,4.0,8.39,10.3,9781849904049,Entertainment
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751549966.jpg,The Longest Ride,Nicholas Sparks,Paperback,4.0,8.42,11.4,9780751549966,Romance
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5801/9781580172202.jpg,Making Natural Milk Soap: Storey's Country Wisdom Bulletin A.199,Casey   Makela,Paperback,4.0,3.92,3.95,9781580172202,Technology-Engineering
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4722/9781472250698.jpg,I Never Said I Loved You,Rhik Samadder,Hardback,4.5,13.79,19.1,9781472250698,Humour
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5711/9781571107282.jpg,The CAFE Book,Gail Boushey,Paperback,4.5,25.87,34.5,9781571107282,Society-Social-Sciences
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5211/9780521178716.jpg,Flightpath: Aviation English for Pilots and ATCOs Student's Book with Audio CDs (3) and DVD,Philip Shawcross,Mixed media product,4.0,35.66,48.05,9780521178716,Technology-Engineering
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8444/9781844488636.jpg,The Modern Flower Painter,Anna Mason,Hardback,4.5,21.28,21.5,9781844488636,Crafts-Hobbies
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6838/9781683833581.jpg,Harry Potter: Spells Pocket Journal Collection: Set of 3,Insight Editions,Notebook / blank book,0.0,6.27,9.0,9781683833581,Art-Photography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7148/9780714864693.jpg,The Art of the Restaurateur,Nicholas Lander,Hardback,4.0,31.29,36.0,9780714864693,Technology-Engineering
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5255/9780525538967.jpg,Scam Me If You Can,Frank Abagnale,Paperback,4.0,14.77,19.1,9780525538967,Computing
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1475/9780147515421.jpg,Poorly Drawn Lines,Reza Farazmand,Paperback,4.0,15.67,18.0,9780147515421,Humour
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751540420.jpg,The Russian Concubine,Kate Furnivall,Paperback,3.5,10.41,12.4,9780751540420,History-Archaeology
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4095/9781409544876.jpg,Bees and Wasps,James Maclaine,Hardback,4.0,7.36,7.8,9781409544876,Natural-History
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2413/9780241303559.jpg,The 4 Pillar Plan,Dr. Rangan Chatterjee,Paperback,4.5,18.77,21.1,9780241303559,Medical
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7653/9780765397539.jpg,All Systems Red,Martha Wells,Paperback,4.0,10.72,13.99,9780765397539,Science-Fiction-Fantasy-Horror
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2413/9780241399361.jpg,Novacene,James Lovelock,Hardback,4.0,14.43,20.1,9780241399361,Science-Geography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0622/9780062270290.jpg,The Artisan Soul,Erwin Raphael McManus,Paperback,4.0,12.47,17.0,9780062270290,Religion
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2620/9780262039253.jpg,Quantum Computing for Everyone,Chris Bernhardt,Hardback,4.0,19.95,24.0,9780262039253,Computing
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4721/9781472139900.jpg,The Order of Things,Jackie Strachan,Hardback,4.0,7.41,16.0,9781472139900,Reference
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0625/9780062508348.jpg,The Tibetan Book of Living and Dying,Sogyal Rinpoche,Paperback,4.0,15.63,19.7,9780062508348,Health
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4221/9781422188613.jpg,"The First 90 Days, Updated and Expanded",Michael D. Watkins,Hardback,4.0,15.91,22.99,9781422188613,Business-Finance-Law
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4494/9781449492878.jpg,Mind Platter,Najwa Zebian,Paperback,4.0,10.04,17.0,9781449492878,Personal-Development
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5211/9780521148559.jpg,Super Minds Level 1 Student's Book with DVD-ROM,Herbert Puchta,Mixed media product,0.0,18.77,29.45,9780521148559,Dictionaries-Languages
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3933/9780393350647.jpg,The Second Machine Age,Erik Brynjolfsson,Paperback,4.0,14.53,16.0,9780393350647,Science-Geography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0623/9780062347480.jpg,The Autoimmune Solution,Amy Myers,Paperback,4.0,10.11,13.9,9780062347480,Medical
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5532/9780553288209.jpg,Fall Of Hyperion,Dan Simmons,Paperback,4.0,8.67,9.3,9780553288209,Crime-Thriller
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6156/9781615648856.jpg,Your Golden Retriever Puppy Month by Month,Terry Albert,Paperback,4.5,12.92,17.0,9781615648856,Natural-History
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4650/9780465002634.jpg,The Art Spirit,Robert Henri,Paperback,4.0,13.63,15.99,9780465002634,Art-Photography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8573/9780857331564.jpg,Lockheed SR-71 Blackbird Manual,Steve Davies,Hardback,4.0,23.34,27.5,9780857331564,Transport
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4091/9781409157724.jpg,Brave New World,Guillem Balague,Paperback,4.0,17.83,19.1,9781409157724,Sport
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5098/9781509827695.jpg,On the Origin of Species,Charles Darwin,Hardback,4.0,9.9,12.9,9781509827695,Science-Geography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5946/9781594631870.jpg,The Meaning of Marriage,Timothy Keller,Paperback,4.5,11.95,18.0,9781594631870,Health
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4767/9781476777412.jpg,The Bad-Ass Librarians of Timbuktu,Joshua Hammer,Paperback,3.5,9.5,12.9,9781476777412,Reference
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3105/9780310514022.jpg,Quality Research Papers,Nancy Jean Vyhmeister,Paperback,3.5,14.33,21.1,9780310514022,Reference
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4088/9781408889510.jpg,The Seven Deaths of Evelyn Hardcastle,Stuart Turton,Paperback,4.0,10.06,11.5,9781408889510,Crime-Thriller
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3304/9780330463362.jpg,The Loving Cup,Winston Graham,Paperback,4.5,7.46,10.3,9780330463362,Romance
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8466/9781846685323.jpg,Seventeen Equations that Changed the World,Ian Stewart,Paperback,4.0,9.64,12.9,9781846685323,Science-Geography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2412/9780241263570.jpg,DK Eyewitness Travel Guide Northern Spain,DK,Paperback,4.0,15.53,17.0,9780241263570,Travel-Holiday-Guides
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3995/9780399590504.jpg,Educated,Tara Westover,Hardback,4.5,18.22,34.5,9780399590504,Biography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0623/9780062309952.jpg,Eat to Live Cookbook,Dr Joel Fuhrman,Paperback,4.0,25.82,26.5,9780062309952,Medical
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7522/9780752266541.jpg,Perpetual Disappointments Diary,Nick Asbury,Paperback,4.5,9.52,12.9,9780752266541,Stationery
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9113/9780911311686.jpg,Natural Cattle Care,Pat Coleby,Paperback,4.0,17.13,18.06,9780911311686,Technology-Engineering
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7499/9780749955212.jpg,The Witness,Nora Roberts,Paperback,4.0,8.96,11.4,9780749955212,Crime-Thriller
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3126/9780312653040.jpg,Once,Morris Gleitzman,Paperback,4.0,8.53,10.3,9780312653040,Teen-Young-Adult
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7806/9781780622163.jpg,I Am Malala,Malala Yousafzai,Paperback,4.5,7.36,10.3,9781780622163,Biography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5947/9781594773112.jpg,Tantric Sex for Men,Diana Richardson,Paperback,4.0,13.0,18.0,9781594773112,Mind-Body-Spirit
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9788/8837/9788883701023.jpg,Moleskine Pocket Squared Hardcover Notebook Black,Moleskine,Notebook / blank book,0.0,9.6,14.9,9788883701023,Stationery
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4736/9781473621503.jpg,The Surrender Experiment,Michael A. Singer,Paperback,4.0,8.29,13.9,9781473621503,Biography
